"Project","GAINS4_EventID","AnimalID","TaxaGroup","AnimalClass","SpeciesScientificName","SpeciesEnglishName","Sex","SampleDate","AgeClass"
"P2",4304,"XXAP0228","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0229","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0230","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0231","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0232","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0233","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0234","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/13/2017","adult (reproductive age)"
"P2",4304,"XXAP0235","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0236","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0237","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0238","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0239","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0240","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0241","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0242","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0243","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0244","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0245","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0246","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0247","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0248","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/14/2017","adult (reproductive age)"
"P2",4304,"XXAP0249","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0250","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0251","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0252","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0253","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0254","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0255","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0256","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0257","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/15/2017","juvenile (dependent on dam)"
"P2",4304,"XXAP0258","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0259","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0260","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0261","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0262","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","adult (reproductive age)"
"P2",4304,"XXAP0263","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/15/2017","subadult (immature, independent)"
"P2",4304,"XXAP0264","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","subadult (immature, independent)"
"P2",4304,"XXAP0265","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","subadult (immature, independent)"
"P2",4304,"XXAP0266","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","juvenile (dependent on dam)"
"P2",4304,"XXAP0267","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0268","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","subadult (immature, independent)"
"P2",4304,"XXAP0269","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0270","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0271","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0272","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0273","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0274","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0275","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0276","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0277","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0278","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0279","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","11/16/2017","juvenile (dependent on dam)"
"P2",4304,"XXAP0280","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0281","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0282","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0283","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0284","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0285","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAP0286","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","11/16/2017","adult (reproductive age)"
"P2",4304,"XXAR0163","rodents/shrews","free-ranging wild animal","Dendromus mystacalis","Chestnut climbing mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0164","rodents/shrews","free-ranging wild animal","Dendromus mystacalis","Chestnut climbing mouse","male","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0165","rodents/shrews","free-ranging wild animal","Dendromus mystacalis","Chestnut climbing mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0166","rodents/shrews","free-ranging wild animal","Prionomys batesi","Dollman's climbing mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0167","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/20/2017","subadult (immature, independent)"
"P2",4304,"XXAR0168","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0169","rodents/shrews","free-ranging wild animal","Prionomys batesi","Dollman's climbing mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0170","rodents/shrews","free-ranging wild animal","Dendromus mystacalis","Chestnut climbing mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0171","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0172","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0173","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/20/2017","subadult (immature, independent)"
"P2",4304,"XXAR0174","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0175","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","male","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0176","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0177","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","male","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0178","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","female","11/20/2017","adult (reproductive age)"
"P2",4304,"XXAR0179","rodents/shrews","free-ranging wild animal","Prionomys batesi","Dollman's climbing mouse","female","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0180","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0181","rodents/shrews","free-ranging wild animal","Prionomys batesi","Dollman's climbing mouse","female","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0182","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","male","11/21/2017","subadult (immature, independent)"
"P2",4304,"XXAR0183","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0184","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0185","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0186","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0187","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0188","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","female","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0189","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/21/2017","adult (reproductive age)"
"P2",4304,"XXAR0190","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0191","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/22/2017","subadult (immature, independent)"
"P2",4304,"XXAR0192","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0193","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0194","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0195","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0196","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0197","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0198","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0199","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0200","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0201","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/22/2017","adult (reproductive age)"
"P2",4304,"XXAR0202","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/22/2017","subadult (immature, independent)"
"P2",4304,"XXAR0203","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0204","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/23/2017","subadult (immature, independent)"
"P2",4304,"XXAR0205","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0206","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0207","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0208","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0209","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0210","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0211","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/23/2017","subadult (immature, independent)"
"P2",4304,"XXAR0212","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0213","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/23/2017","adult (reproductive age)"
"P2",4304,"XXAR0214","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/23/2017","subadult (immature, independent)"
"P2",4304,"XXAR0215","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0216","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0217","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0218","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0219","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0220","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0221","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","male","11/24/2017","subadult (immature, independent)"
"P2",4304,"XXAR0222","rodents/shrews","free-ranging wild animal","Mastomys natalensis","Natal Multimammate Rat","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0223","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0224","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0225","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/24/2017","subadult (immature, independent)"
"P2",4304,"XXAR0226","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0227","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/24/2017","adult (reproductive age)"
"P2",4304,"XXAR0228","rodents/shrews","free-ranging wild animal","Mastomys sp.","Unidentified multimammate rat within the Mastomys genus","female","11/25/2017","adult (reproductive age)"
"P2",4304,"XXAR0229","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/25/2017","adult (reproductive age)"
"P2",4304,"XXAR0230","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/25/2017","adult (reproductive age)"
"P2",4304,"XXAR0231","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","female","11/25/2017","subadult (immature, independent)"
"P2",4304,"XXAR0232","rodents/shrews","free-ranging wild animal","Heimyscus fumosus","African smoky mouse","male","11/25/2017","adult (reproductive age)"
"P2",5500,"XXAB1689","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1690","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1691","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1692","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1693","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1694","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1695","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1696","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1697","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1698","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1699","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/11/2018","adult (reproductive age)"
"P2",5500,"XXAB1700","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/11/2018","subadult (immature, independent)"
"P2",5500,"XXAB1701","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","subadult (immature, independent)"
"P2",5500,"XXAB1702","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1703","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1704","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1705","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1706","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1707","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1708","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1709","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1710","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1711","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1712","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1713","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1714","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1715","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1716","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","subadult (immature, independent)"
"P2",5500,"XXAB1717","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1718","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1719","bats","free-ranging wild animal","Nanonycteris veldkampii","Veldkamp's bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1720","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/12/2018","subadult (immature, independent)"
"P2",5500,"XXAB1721","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","adult (reproductive age)"
"P2",5500,"XXAB1722","bats","free-ranging wild animal","Epomops franqueti","Franquet’s Epauletted Fruit Bat","female","6/12/2018","subadult (immature, independent)"
"P2",5500,"XXAB1723","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/12/2018","subadult (immature, independent)"
"P2",5500,"XXAB1724","bats","free-ranging wild animal","Hypsignathus monstrosus","Hammer-headed fruit bat","female","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1725","bats","free-ranging wild animal","Nanonycteris veldkampii","Veldkamp's bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1726","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1727","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1728","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1729","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","juvenile (dependent on dam)"
"P2",5500,"XXAB1730","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","juvenile (dependent on dam)"
"P2",5500,"XXAB1731","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1732","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1733","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1734","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1735","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","adult (reproductive age)"
"P2",5500,"XXAB1736","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1737","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1738","bats","free-ranging wild animal","Nanonycteris veldkampii","Veldkamp's bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1739","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1740","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1741","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1742","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1743","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1744","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1745","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1746","bats","free-ranging wild animal","Nanonycteris veldkampii","Veldkamp's bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1747","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","6/13/2018","subadult (immature, independent)"
"P2",5500,"XXAB1748","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/14/2018","subadult (immature, independent)"
"P2",5500,"XXAB1749","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","6/14/2018","adult (reproductive age)"
